Product Name,Price,Color,Image URLs,Selling Points,Selling Point,Specifications
Men's Graphic Color Block 2pcs Tees sets Tee Set Short Sleeve Long pants Crew Neck Designer Casual Comfortable Outdoor Vacation Daily 3D Print Spring & Summer Blue Khaki Dark Blue,$33.99,Khaki,"https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/egbwcf1689648852127.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/eaqkay1689648852756.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/kidybf1689648853440.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/qibeju1689648854086.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Occasion: Vacation Daily', '4.', 'Style: Casual Designer', '5.', 'Neckline: Crew Neck', '6.', 'Sleeve Length: Short Sleeve', '7.', 'Pattern: Color Block', '8.', 'Quantity: 2pcs']",,
Men's Graphic Color Block 2pcs Tees sets Tee Set Short Sleeve Long pants Crew Neck Designer Casual Comfortable Outdoor Vacation Daily 3D Print Spring & Summer Blue Khaki Dark Blue,$33.99,Dark Blue,"https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/egbwcf1689648852127.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/eaqkay1689648852756.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/kidybf1689648853440.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/qibeju1689648854086.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Occasion: Vacation Daily', '4.', 'Style: Casual Designer', '5.', 'Neckline: Crew Neck', '6.', 'Sleeve Length: Short Sleeve', '7.', 'Pattern: Color Block', '8.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Dark Gray,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Green,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Red,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Dark Navy,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Khaki,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Orange,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's 2 Piece Summer Shirt Matching Sets Beach Wear Casual Shirt Button Up Shirt Black White Pink Red Dark Navy Short Sleeve Plain Stripes / Ripples Lapel Vacation Casual Clothing Apparel Cotton,$28.99,Light Sky Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/xforuw1691280546406.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/zhhmfd1691280546880.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/dexjhh1691280547283.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/kphffd1691280547705.jpg","['1.', ""Gender: Men's"", '2.', 'Fabric: Cotton Blend', '3.', 'Occasion: Daily Vacation', '4.', 'Neckline: Lapel', '5.', 'Quantity: 2pcs']",,
Men's Graphic Color Block 2pcs Tees sets Tee Top Short Sleeve Long pants Crew Neck Designer Casual Comfortable Outdoor Vacation Daily 3D Print Spring & Summer Blue Dark Green Brown,$33.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/xtbcwm1689648852123.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/yhvsai1689648852727.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/mparxq1689648853327.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/egjtec1689648853876.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Occasion: Vacation Daily', '4.', 'Style: Casual Designer', '5.', 'Neckline: Crew Neck', '6.', 'Sleeve Length: Short Sleeve', '7.', 'Pattern: Color Block', '8.', 'Quantity: 2pcs']",,
Men's Graphic Color Block 2pcs Tees sets Tee Top Short Sleeve Long pants Crew Neck Designer Casual Comfortable Outdoor Vacation Daily 3D Print Spring & Summer Blue Dark Green Brown,$33.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/xtbcwm1689648852123.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/yhvsai1689648852727.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/mparxq1689648853327.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/egjtec1689648853876.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Occasion: Vacation Daily', '4.', 'Style: Casual Designer', '5.', 'Neckline: Crew Neck', '6.', 'Sleeve Length: Short Sleeve', '7.', 'Pattern: Color Block', '8.', 'Quantity: 2pcs']",,
Men's Graphic Color Block 2pcs Tees sets Tee Top Short Sleeve Long pants Crew Neck Designer Casual Comfortable Outdoor Vacation Daily 3D Print Spring & Summer Blue Dark Green Brown,$33.99,Dark Green,"https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/xtbcwm1689648852123.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/yhvsai1689648852727.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/mparxq1689648853327.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/egjtec1689648853876.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Occasion: Vacation Daily', '4.', 'Style: Casual Designer', '5.', 'Neckline: Crew Neck', '6.', 'Sleeve Length: Short Sleeve', '7.', 'Pattern: Color Block', '8.', 'Quantity: 2pcs']",,
Men's Graphic Color Block 2pcs Tees sets Tee Top Short Sleeve Long pants Crew Neck Designer Casual Comfortable Outdoor Vacation Daily 3D Print Spring & Summer Blue Dark Green Brown,$33.99,Green,"https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/xtbcwm1689648852123.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/yhvsai1689648852727.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/mparxq1689648853327.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202307/bps/product/inc/egjtec1689648853876.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Occasion: Vacation Daily', '4.', 'Style: Casual Designer', '5.', 'Neckline: Crew Neck', '6.', 'Sleeve Length: Short Sleeve', '7.', 'Pattern: Color Block', '8.', 'Quantity: 2pcs']",,
Men's Graphic Gradient 2pcs Tees sets Tee Set Short Sleeve Short Pants Crew Neck Fashion Lightweight Basic Street Daily Sports Print Summer Spring Navy Blue Green Dark Gray,$30.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/putjbk1658376687282.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/dicjne1658376687952.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/olskqm1658376688557.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/nmhjlt1658376689178.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Design: Print', '4.', 'Occasion: Daily', '5.', 'Style: Casual Basic Classic', '6.', 'Neckline: Crew Neck', '7.', 'Sleeve Length: Short Sleeve', '8.', 'Pattern: Gradient', '9.', 'Season: Summer Spring', '10.', 'Quantity: 2pcs']",,
Men's Graphic Gradient 2pcs Tees sets Tee Set Short Sleeve Short Pants Crew Neck Fashion Lightweight Basic Street Daily Sports Print Summer Spring Navy Blue Green Dark Gray,$30.99,Green,"https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/putjbk1658376687282.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/dicjne1658376687952.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/olskqm1658376688557.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/nmhjlt1658376689178.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Design: Print', '4.', 'Occasion: Daily', '5.', 'Style: Casual Basic Classic', '6.', 'Neckline: Crew Neck', '7.', 'Sleeve Length: Short Sleeve', '8.', 'Pattern: Gradient', '9.', 'Season: Summer Spring', '10.', 'Quantity: 2pcs']",,
Men's Graphic Gradient 2pcs Tees sets Tee Set Short Sleeve Short Pants Crew Neck Fashion Lightweight Basic Street Daily Sports Print Summer Spring Navy Blue Green Dark Gray,$30.99,Navy Blue,"https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/putjbk1658376687282.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/dicjne1658376687952.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/olskqm1658376688557.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/nmhjlt1658376689178.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Design: Print', '4.', 'Occasion: Daily', '5.', 'Style: Casual Basic Classic', '6.', 'Neckline: Crew Neck', '7.', 'Sleeve Length: Short Sleeve', '8.', 'Pattern: Gradient', '9.', 'Season: Summer Spring', '10.', 'Quantity: 2pcs']",,
Men's Graphic Gradient 2pcs Tees sets Tee Set Short Sleeve Short Pants Crew Neck Fashion Lightweight Basic Street Daily Sports Print Summer Spring Navy Blue Green Dark Gray,$30.99,Gray,"https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/putjbk1658376687282.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/dicjne1658376687952.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/olskqm1658376688557.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/nmhjlt1658376689178.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Design: Print', '4.', 'Occasion: Daily', '5.', 'Style: Casual Basic Classic', '6.', 'Neckline: Crew Neck', '7.', 'Sleeve Length: Short Sleeve', '8.', 'Pattern: Gradient', '9.', 'Season: Summer Spring', '10.', 'Quantity: 2pcs']",,
Men's Geometric 2pcs 3D Sweatshirt Sets Matching Sets Tracksuit Long Sleeve Long pants Crew Neck Sport Designer Casual Outdoor Sports Outdoor Daily Spring & Summer Brown,$37.99,,https://litb-cgis.rightinthebox.com/images/170x170/202308/bps/product/inc/pincfr1692884131685.jpg,"['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Occasion: Daily', '4.', 'Style: Designer Casual', '5.', 'Neckline: Crew Neck', '6.', 'Sleeve Length: Long Sleeve', '7.', 'Pattern: Geometric', '8.', 'Quantity: 2pcs']",,
Men's Graphic Gradient 2pcs Tees sets Tee Set Short Sleeve Short Pants Crew Neck Fashion Lightweight Basic Street Daily Sports Print Summer Spring Red Blue,$30.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/hgtwka1658376691354.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/bmawgg1658376692058.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Design: Print', '4.', 'Occasion: Daily', '5.', 'Style: Casual Basic Classic', '6.', 'Neckline: Crew Neck', '7.', 'Sleeve Length: Short Sleeve', '8.', 'Pattern: Gradient', '9.', 'Season: Summer Spring', '10.', 'Quantity: 2pcs']",,
Men's Graphic Gradient 2pcs Tees sets Tee Set Short Sleeve Short Pants Crew Neck Fashion Lightweight Basic Street Daily Sports Print Summer Spring Red Blue,$30.99,Red,"https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/hgtwka1658376691354.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202207/bps/product/inc/bmawgg1658376692058.jpg","['1.', 'Fabric: Polyester', '2.', ""Gender: Men's"", '3.', 'Design: Print', '4.', 'Occasion: Daily', '5.', 'Style: Casual Basic Classic', '6.', 'Neckline: Crew Neck', '7.', 'Sleeve Length: Short Sleeve', '8.', 'Pattern: Gradient', '9.', 'Season: Summer Spring', '10.', 'Quantity: 2pcs']",,
