Product Name,Price,Color,Image URLs,Highlights,Specifications,Selling Points
A-Line Wedding Guest Dresses Sparkle & Shine Dress Party Wear Semi Formal Asymmetrical Sleeveless Jewel Neck Fall Wedding Guest Satin with Beading Sequin Dresses,$157.99,Burgundy,"https://litb-cgis.rightinthebox.com/images/170x226/202302/bps/product/inc/viqjvk1675337308080.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202302/bps/product/inc/vndhcl1675337308419.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202309/bps/product/inc/ovdxyw1695353136452.jpg","['[Fabric]: The TS A-Line Wedding Guest Dress is crafted from an elegant blend of satin, velvet, and sequins. This luxurious combination results in a soft, smooth texture with a rich sheen, perfect for creating a sophisticated appearance at any event.', '[Silhouette]: Designed in an A-line silhouette, this dress offers a timeless elegance paired with a modern twist. The high-low, asymmetrical hemline adds a dynamic flow and movement, capturing attention while maintaining a semi-formal appeal.', '[Design Highlights]: Featuring a sleeveless, jewel neck design, this dress is adorned with intricate beadings and sequins. These embellishments bring a sparkling glamour to the overall look, enhancing its festive charm. The absence of boning ensures comfort without compromising style, and the zipper closure provides ease of wear.', '[Occasions]: Ideal for fall wedding guest attire, this dress transitions seamlessly from wedding ceremonies to evening parties and semi-formal gatherings. It adds a touch of sparkle and shine to any occasion, making it a versatile choice for various events.', '[Size Range]: Available in a wide range of sizes, including US 0 to US 26W (UK 2 to UK 30, EU 30 to EU 56) with options for custom measurements. This ensures that there is a fit for every body type, enhancing the overall appeal of the dress for diverse customers.']",,
A-Line Wedding Guest Dresses Sparkle & Shine Dress Party Wear Semi Formal Asymmetrical Sleeveless Jewel Neck Fall Wedding Guest Satin with Beading Sequin Dresses,$157.99,Dark Green,"https://litb-cgis.rightinthebox.com/images/170x226/202302/bps/product/inc/viqjvk1675337308080.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202302/bps/product/inc/vndhcl1675337308419.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202309/bps/product/inc/ovdxyw1695353136452.jpg","['[Fabric]: The TS A-Line Wedding Guest Dress is crafted from an elegant blend of satin, velvet, and sequins. This luxurious combination results in a soft, smooth texture with a rich sheen, perfect for creating a sophisticated appearance at any event.', '[Silhouette]: Designed in an A-line silhouette, this dress offers a timeless elegance paired with a modern twist. The high-low, asymmetrical hemline adds a dynamic flow and movement, capturing attention while maintaining a semi-formal appeal.', '[Design Highlights]: Featuring a sleeveless, jewel neck design, this dress is adorned with intricate beadings and sequins. These embellishments bring a sparkling glamour to the overall look, enhancing its festive charm. The absence of boning ensures comfort without compromising style, and the zipper closure provides ease of wear.', '[Occasions]: Ideal for fall wedding guest attire, this dress transitions seamlessly from wedding ceremonies to evening parties and semi-formal gatherings. It adds a touch of sparkle and shine to any occasion, making it a versatile choice for various events.', '[Size Range]: Available in a wide range of sizes, including US 0 to US 26W (UK 2 to UK 30, EU 30 to EU 56) with options for custom measurements. This ensures that there is a fit for every body type, enhancing the overall appeal of the dress for diverse customers.']",,
Black and White Blazer Dress Mermaid / Trumpet Mother of the Bride Dress Tuxedo Dress Elegant Black Dress Little White Dresses V Neck Floor Length Crepe 3/4 Length Sleeve with Color Block,$189.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/enjjpl1740104238479.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/qoidnj1740104239260.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/dnzcnb1740104240035.jpg","['- Perfect ensemble for attending a wedding as a guest', '- Ideal outfit choice for a wedding celebration', '- Standout attire for a wedding guest', '- Elevate your style as a wedding attendee', '- Look your best at a wedding as a guest']",,
Black and White Mermaid Blazer Lapel Mother of the Bride Dress Wedding Elegant Ankle Length Stretch Fabric Long Sleeve with Color Block,$147.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/tzfjmu1750760402320.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/xbqwfn1750760403279.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/ifvfng1750760404175.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/ttxrhw1750760405188.jpg","['Elevate your formal look with our exquisite selection of products. Perfect for special occasions, our items are designed to be the finishing touch to your elegant ensemble. Make a statement and stand out from the crowd with our luxurious and sophisticated collection.']",,
Black and White Mermaid Blazer Lapel Mother of the Bride Dress Wedding Elegant Ankle Length Stretch Fabric Long Sleeve with Color Block,$147.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/tzfjmu1750760402320.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/xbqwfn1750760403279.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/ifvfng1750760404175.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/ttxrhw1750760405188.jpg","['Elevate your formal look with our exquisite selection of products. Perfect for special occasions, our items are designed to be the finishing touch to your elegant ensemble. Make a statement and stand out from the crowd with our luxurious and sophisticated collection.']",,
Black and White Mermaid Blazer Lapel Mother of the Bride Dress Wedding Elegant Ankle Length Stretch Fabric Long Sleeve with Color Block,$147.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/tzfjmu1750760402320.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/xbqwfn1750760403279.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/ifvfng1750760404175.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/ttxrhw1750760405188.jpg","['Elevate your formal look with our exquisite selection of products. Perfect for special occasions, our items are designed to be the finishing touch to your elegant ensemble. Make a statement and stand out from the crowd with our luxurious and sophisticated collection.']",,
A-Line Jumpsuit / Pantsuit Mother of the Bride Black and White Elegant Simple Minimalist V Neck Floor Length Ankle Length Satin Sleeveless 3/4 Length Sleeve with Sash / Ribbon,$150.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/dtvzlu1745571530316.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/sotxjr1745571531867.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/pupkty1745571533141.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/yhhbaw1745571534304.jpg","['- Elegant jumpsuit/pantsuit perfect for formal occasions', '- Ideal for weddings as a guest outfit', '- Stylish silhouette for a polished look']",,
A-Line Jumpsuit / Pantsuit Mother of the Bride Black and White Elegant Simple Minimalist V Neck Floor Length Ankle Length Satin Sleeveless 3/4 Length Sleeve with Sash / Ribbon,$150.99,Dark Navy,"https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/dtvzlu1745571530316.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/sotxjr1745571531867.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/pupkty1745571533141.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/yhhbaw1745571534304.jpg","['- Elegant jumpsuit/pantsuit perfect for formal occasions', '- Ideal for weddings as a guest outfit', '- Stylish silhouette for a polished look']",,
A-Line Evening Gown Elegant Dress Formal Wedding Guest Floor Length Short Sleeve V Neck Pocket Satin with Floral Print Wedding Guest Dress,$152.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/tthsbc1747384631189.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/rpaazy1747379775116.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/hyueyx1747379776715.jpg",,"['Occasion: Wedding, Formal', 'Style: Vintage, Elegant', 'Silhouette: A-Line', 'Hemline / Train: Floor Length', 'Neckline: V Neck', 'Fabric: Satin', 'Closure: Zipper UP', 'Sleeve Length: Short Sleeve', 'Embellishment: Floral Print', 'Built-In Bra: No', 'Boning: No', 'Tips: Professional dry cleaner only, Colors may vary slightly due to different monitor settings', 'Features: Pocket']",
Pink Floral A-Line Embroidered Cocktail Dresses Elegant Dress Formal Wedding Guest Ankle Length Short Sleeve Off Shoulder Sequined with Glittery Dresses,$199.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/irodgy1747301802355.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/hmjzpn1747301819435.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202501/bps/product/inc/iasftd1736997753046.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/nfkckn1747301809910.jpg",['Enhance your wardrobe with beautiful embroidered details.'],,
Pink Floral A-Line Embroidered Cocktail Dresses Elegant Dress Formal Wedding Guest Ankle Length Short Sleeve Off Shoulder Sequined with Glittery Dresses,$199.99,Ivory,"https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/irodgy1747301802355.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/hmjzpn1747301819435.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202501/bps/product/inc/iasftd1736997753046.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/nfkckn1747301809910.jpg",['Enhance your wardrobe with beautiful embroidered details.'],,
Pink Floral A-Line Embroidered Cocktail Dresses Elegant Dress Formal Wedding Guest Ankle Length Short Sleeve Off Shoulder Sequined with Glittery Dresses,$199.99,Sky Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/irodgy1747301802355.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/hmjzpn1747301819435.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202501/bps/product/inc/iasftd1736997753046.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202505/bps/product/inc/nfkckn1747301809910.jpg",['Enhance your wardrobe with beautiful embroidered details.'],,
Blazer Dress Two Piece Sheath / Column Evening Gown Elegant Dress Tuxedo Dress Formal Floor Length Long Sleeve Notch lapel collar Pocket Satin with Glitter,$179.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/alvxes1730888679322.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/qbuofq1730888680796.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/kchhoz1730684742585.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/fjvkdg1730888683089.jpg","[""[Fabric]: Crafted from a luxurious blend of satin and stretch crepe, this gown exudes a refined and smooth texture. The satin fabric, embellished with glitter, offers a subtle sheen that captures and reflects light beautifully, enhancing the gown's elegant appeal."", '[Silhouette]: The gown features a classic sheath/column silhouette, with a floor-length hemline that provides a streamlined and sophisticated look. The mermaid skirt gently hugs the hips and flares out towards the hem, creating a graceful flow with every step.', '[Design Highlights]: Designed with a chic notch lapel collar and blazer-style top, this gown combines elegance with a contemporary edge. The structured shoulders and long sleeves lend it a polished appearance, while the matching fabric belt cinches the waist for a flattering silhouette. Thoughtful details like pockets add convenience and style.', '[Occasions]: Perfect for formal events, evening affairs, and fall wedding guest appearances, this gown is an ideal choice for any occasion requiring a touch of elegance. Its sophisticated design makes it suitable for a range of settings, allowing you to stand out effortlessly.', '[Size Notice]: Available in a wide range of sizes from US 0 to US 26W, along with options for custom measurements, ensuring a perfect fit for various body types. Tailor your gown to your specifications, with custom adjustments available for bust, waist, hips, and length.']",,
Blazer Dress Two Piece Sheath / Column Evening Gown Elegant Dress Tuxedo Dress Formal Floor Length Long Sleeve Notch lapel collar Pocket Satin with Glitter,$179.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/alvxes1730888679322.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/qbuofq1730888680796.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/kchhoz1730684742585.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202411/bps/product/inc/fjvkdg1730888683089.jpg","[""[Fabric]: Crafted from a luxurious blend of satin and stretch crepe, this gown exudes a refined and smooth texture. The satin fabric, embellished with glitter, offers a subtle sheen that captures and reflects light beautifully, enhancing the gown's elegant appeal."", '[Silhouette]: The gown features a classic sheath/column silhouette, with a floor-length hemline that provides a streamlined and sophisticated look. The mermaid skirt gently hugs the hips and flares out towards the hem, creating a graceful flow with every step.', '[Design Highlights]: Designed with a chic notch lapel collar and blazer-style top, this gown combines elegance with a contemporary edge. The structured shoulders and long sleeves lend it a polished appearance, while the matching fabric belt cinches the waist for a flattering silhouette. Thoughtful details like pockets add convenience and style.', '[Occasions]: Perfect for formal events, evening affairs, and fall wedding guest appearances, this gown is an ideal choice for any occasion requiring a touch of elegance. Its sophisticated design makes it suitable for a range of settings, allowing you to stand out effortlessly.', '[Size Notice]: Available in a wide range of sizes from US 0 to US 26W, along with options for custom measurements, ensuring a perfect fit for various body types. Tailor your gown to your specifications, with custom adjustments available for bust, waist, hips, and length.']",,
A-Line Wedding Guest Dress Cocktail Dresses Beach Wedding Elegant Dress Formal Wedding Guest Tea Length Half Sleeve V Neck Satin with Pocket Dresses,$150.99,Dusty Rose,"https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/uuwxnl1711968417254.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/pdjvaz1709893585419.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/radyrx1709893588769.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/fzweti1711968431542.jpg","['[Elegant A-Line Satin Dress]: Crafted with premium satin, this dress features a lightweight fabric that drapes beautifully, delivering comfort alongside chic style. Its classic A-line silhouette accentuates the waist before flowing elegantly to tea length, creating a graceful presence ideal for formal events.', '[Design Highlights]: The dress boasts a sophisticated V-neckline and half sleeves, enhanced by a subtle puff at the shoulders that adds a unique charm. A fitted waistband ensures a flattering fit, while the inclusion of a practical pocket brings a contemporary twist to timeless elegance.', '[Versatile Occasions]: Perfect for formal gatherings, cocktail parties, or as a wedding guest attire, this dress exudes understated elegance suitable for various occasions. The soft pink hue lends a feminine touch, making it a stylish pick for evening events.', '[Size Range]: Available in a wide range of sizes, from US 0 to US 26W, ensuring a fit for diverse body types. Custom measurements are also offered, allowing you to achieve the perfect fit.', ""[Care Tips]: Professional dry cleaning is recommended to maintain this dress's exquisite appearance. Note that colors may slightly vary due to monitor settings, ensuring each piece is uniquely yours.""]",,
A-Line Wedding Guest Dress Cocktail Dresses Beach Wedding Elegant Dress Formal Wedding Guest Tea Length Half Sleeve V Neck Satin with Pocket Dresses,$150.99,Dusty Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/uuwxnl1711968417254.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/pdjvaz1709893585419.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/radyrx1709893588769.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/fzweti1711968431542.jpg","['[Elegant A-Line Satin Dress]: Crafted with premium satin, this dress features a lightweight fabric that drapes beautifully, delivering comfort alongside chic style. Its classic A-line silhouette accentuates the waist before flowing elegantly to tea length, creating a graceful presence ideal for formal events.', '[Design Highlights]: The dress boasts a sophisticated V-neckline and half sleeves, enhanced by a subtle puff at the shoulders that adds a unique charm. A fitted waistband ensures a flattering fit, while the inclusion of a practical pocket brings a contemporary twist to timeless elegance.', '[Versatile Occasions]: Perfect for formal gatherings, cocktail parties, or as a wedding guest attire, this dress exudes understated elegance suitable for various occasions. The soft pink hue lends a feminine touch, making it a stylish pick for evening events.', '[Size Range]: Available in a wide range of sizes, from US 0 to US 26W, ensuring a fit for diverse body types. Custom measurements are also offered, allowing you to achieve the perfect fit.', ""[Care Tips]: Professional dry cleaning is recommended to maintain this dress's exquisite appearance. Note that colors may slightly vary due to monitor settings, ensuring each piece is uniquely yours.""]",,
A-Line Wedding Guest Dress Cocktail Dresses Beach Wedding Elegant Dress Formal Wedding Guest Tea Length Half Sleeve V Neck Satin with Pocket Dresses,$150.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/uuwxnl1711968417254.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/pdjvaz1709893585419.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/radyrx1709893588769.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/fzweti1711968431542.jpg","['[Elegant A-Line Satin Dress]: Crafted with premium satin, this dress features a lightweight fabric that drapes beautifully, delivering comfort alongside chic style. Its classic A-line silhouette accentuates the waist before flowing elegantly to tea length, creating a graceful presence ideal for formal events.', '[Design Highlights]: The dress boasts a sophisticated V-neckline and half sleeves, enhanced by a subtle puff at the shoulders that adds a unique charm. A fitted waistband ensures a flattering fit, while the inclusion of a practical pocket brings a contemporary twist to timeless elegance.', '[Versatile Occasions]: Perfect for formal gatherings, cocktail parties, or as a wedding guest attire, this dress exudes understated elegance suitable for various occasions. The soft pink hue lends a feminine touch, making it a stylish pick for evening events.', '[Size Range]: Available in a wide range of sizes, from US 0 to US 26W, ensuring a fit for diverse body types. Custom measurements are also offered, allowing you to achieve the perfect fit.', ""[Care Tips]: Professional dry cleaning is recommended to maintain this dress's exquisite appearance. Note that colors may slightly vary due to monitor settings, ensuring each piece is uniquely yours.""]",,
A-Line Wedding Guest Dress Cocktail Dresses Beach Wedding Elegant Dress Formal Wedding Guest Tea Length Half Sleeve V Neck Satin with Pocket Dresses,$150.99,Royal Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/uuwxnl1711968417254.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/pdjvaz1709893585419.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/radyrx1709893588769.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/fzweti1711968431542.jpg","['[Elegant A-Line Satin Dress]: Crafted with premium satin, this dress features a lightweight fabric that drapes beautifully, delivering comfort alongside chic style. Its classic A-line silhouette accentuates the waist before flowing elegantly to tea length, creating a graceful presence ideal for formal events.', '[Design Highlights]: The dress boasts a sophisticated V-neckline and half sleeves, enhanced by a subtle puff at the shoulders that adds a unique charm. A fitted waistband ensures a flattering fit, while the inclusion of a practical pocket brings a contemporary twist to timeless elegance.', '[Versatile Occasions]: Perfect for formal gatherings, cocktail parties, or as a wedding guest attire, this dress exudes understated elegance suitable for various occasions. The soft pink hue lends a feminine touch, making it a stylish pick for evening events.', '[Size Range]: Available in a wide range of sizes, from US 0 to US 26W, ensuring a fit for diverse body types. Custom measurements are also offered, allowing you to achieve the perfect fit.', ""[Care Tips]: Professional dry cleaning is recommended to maintain this dress's exquisite appearance. Note that colors may slightly vary due to monitor settings, ensuring each piece is uniquely yours.""]",,
A-Line Wedding Guest Dress Cocktail Dresses Beach Wedding Elegant Dress Formal Wedding Guest Tea Length Half Sleeve V Neck Satin with Pocket Dresses,$150.99,Dark Green,"https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/uuwxnl1711968417254.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/pdjvaz1709893585419.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202403/bps/product/inc/radyrx1709893588769.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/fzweti1711968431542.jpg","['[Elegant A-Line Satin Dress]: Crafted with premium satin, this dress features a lightweight fabric that drapes beautifully, delivering comfort alongside chic style. Its classic A-line silhouette accentuates the waist before flowing elegantly to tea length, creating a graceful presence ideal for formal events.', '[Design Highlights]: The dress boasts a sophisticated V-neckline and half sleeves, enhanced by a subtle puff at the shoulders that adds a unique charm. A fitted waistband ensures a flattering fit, while the inclusion of a practical pocket brings a contemporary twist to timeless elegance.', '[Versatile Occasions]: Perfect for formal gatherings, cocktail parties, or as a wedding guest attire, this dress exudes understated elegance suitable for various occasions. The soft pink hue lends a feminine touch, making it a stylish pick for evening events.', '[Size Range]: Available in a wide range of sizes, from US 0 to US 26W, ensuring a fit for diverse body types. Custom measurements are also offered, allowing you to achieve the perfect fit.', ""[Care Tips]: Professional dry cleaning is recommended to maintain this dress's exquisite appearance. Note that colors may slightly vary due to monitor settings, ensuring each piece is uniquely yours.""]",,
Floral Embroidered A-Line Mother of the Bride Dress Formal Elegant Vintage Illusion Neck Floor Length Tulle Half Sleeve with Appliques Flower,$139.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/rnkiog1749547235544.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/mspins1749547234449.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202501/bps/product/inc/whqtin1736130994643.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gtzymz1749547236852.jpg","['- Exquisite embroidery detailing elevates this garment to a whole new level of sophistication', '- Perfect for formal events and special occasions, this piece will make you stand out in the crowd']",,
Floral Embroidered A-Line Mother of the Bride Dress Formal Elegant Vintage Illusion Neck Floor Length Tulle Half Sleeve with Appliques Flower,$139.99,Dark Navy,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/rnkiog1749547235544.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/mspins1749547234449.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202501/bps/product/inc/whqtin1736130994643.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gtzymz1749547236852.jpg","['- Exquisite embroidery detailing elevates this garment to a whole new level of sophistication', '- Perfect for formal events and special occasions, this piece will make you stand out in the crowd']",,
Floral Embroidered A-Line Mother of the Bride Dress Formal Elegant Vintage Illusion Neck Floor Length Tulle Half Sleeve with Appliques Flower,$139.99,Lilac,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/rnkiog1749547235544.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/mspins1749547234449.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202501/bps/product/inc/whqtin1736130994643.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gtzymz1749547236852.jpg","['- Exquisite embroidery detailing elevates this garment to a whole new level of sophistication', '- Perfect for formal events and special occasions, this piece will make you stand out in the crowd']",,
Floral Embroidered A-Line Mother of the Bride Dress Formal Elegant Vintage Illusion Neck Floor Length Tulle Half Sleeve with Appliques Flower,$139.99,Sky Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/rnkiog1749547235544.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/mspins1749547234449.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202501/bps/product/inc/whqtin1736130994643.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gtzymz1749547236852.jpg","['- Exquisite embroidery detailing elevates this garment to a whole new level of sophistication', '- Perfect for formal events and special occasions, this piece will make you stand out in the crowd']",,
Jumpsuit / Pantsuit Mother of the Bride Elegant Vintage Off Shoulder Floor Length Stretch Fabric 3/4 Length Sleeve with Sequin Appliques,$204.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202412/bps/product/inc/smvbif1734690788771.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202412/bps/product/inc/xkpvst1734690789916.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202412/bps/product/inc/zsnglc1734690790892.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202410/bps/product/inc/oxmccd1729591203920.jpg","['- Elegant jumpsuit/pantsuit perfect for wedding guests', '- Stylish attire suitable for church events']",,
Jumpsuit / Pantsuit Mother of the Bride Elegant Vintage Off Shoulder Floor Length Stretch Fabric 3/4 Length Sleeve with Sequin Appliques,$204.99,Dark Navy,"https://litb-cgis.rightinthebox.com/images/170x226/202412/bps/product/inc/smvbif1734690788771.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202412/bps/product/inc/xkpvst1734690789916.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202412/bps/product/inc/zsnglc1734690790892.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202410/bps/product/inc/oxmccd1729591203920.jpg","['- Elegant jumpsuit/pantsuit perfect for wedding guests', '- Stylish attire suitable for church events']",,
Mermaid Peplum Dress Evening Gown Elegant Dress Wedding Wedding Guest Floor Length Sleeveless Crew Neck Satin with Floral Print and Embroidered Lace,$199.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/tqnljk1742814005841.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/ftnayy1742814007650.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/dixodv1742814009054.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/qdelfs1742814010586.jpg","['- Perfect outfit for your prom night', '- Stand out and make a statement at prom', '- Elevate your prom look with this product', '- Be the center of attention at prom with this stunning piece', '- Make memories that last a lifetime with this must-have for prom']",,
Mermaid Evening Gown Elegant Dress Formal Wedding Guest Ankle Length Sleeveless One Shoulder Satin with Bow(s) Slit Masquerade Dress,$139.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/vyurkc1692954865563.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/xxbypa1713259576456.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202406/bps/product/inc/vcyqrx1717405209947.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202406/bps/product/inc/ocahtn1717405219676.jpg",['Elegant and sophisticated formal attire for special occasions such as weddings and formal events. Ensure you stand out as a stylish wedding guest with our carefully curated selection of outfits.'],,
Mermaid Evening Gown Elegant Dress Formal Wedding Guest Ankle Length Sleeveless One Shoulder Satin with Bow(s) Slit Masquerade Dress,$139.99,Champagne,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/vyurkc1692954865563.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/xxbypa1713259576456.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202406/bps/product/inc/vcyqrx1717405209947.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202406/bps/product/inc/ocahtn1717405219676.jpg",['Elegant and sophisticated formal attire for special occasions such as weddings and formal events. Ensure you stand out as a stylish wedding guest with our carefully curated selection of outfits.'],,
Mermaid Evening Gown Elegant Dress Formal Wedding Guest Ankle Length Sleeveless One Shoulder Satin with Bow(s) Slit Masquerade Dress,$139.99,Cabernet,"https://litb-cgis.rightinthebox.com/images/170x226/202308/bps/product/inc/vyurkc1692954865563.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202404/bps/product/inc/xxbypa1713259576456.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202406/bps/product/inc/vcyqrx1717405209947.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202406/bps/product/inc/ocahtn1717405219676.jpg",['Elegant and sophisticated formal attire for special occasions such as weddings and formal events. Ensure you stand out as a stylish wedding guest with our carefully curated selection of outfits.'],,
