Product Name,Price,Color,Image URLs,Highlights,Selling Points
Girls' Glittery Flower Crystal Shoes – Rhinestone Open-Toe Dress Shoes with Low Heels for Parties or Weddings,$42.99,White,"https://litb-cgis.rightinthebox.com/images/170x170/202501/bps/product/inc/bpdjqt1737094138706.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202302/bps/product/inc/qjlfmh1676604679436.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202501/bps/product/inc/rnjsju1737094254272.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202501/bps/product/inc/arsgpj1737094160215.jpg","['1. Made of high-quality leather that guarantees durability and style.', '2. Glitter upper materials that promise to add sparks and shine to any occasion.', '3. Specifically designed for weddings - the perfect pair for any tradition or theme.']",
"Girls’ Sparkly Crystal Flower Girl Shoes with Satin Bow and Hook-and-Loop Strap – Elegant Princess Flats for Weddings, Pageants, and Birthday Parties",$26.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202301/bps/product/inc/djmugs1674961358143.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202301/bps/product/inc/wwnyqd1674961358455.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/xdopyj1748242725225.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/ndzajs1748242725295.jpg","['1. ""Shine bright like a diamond"" with our glitter upper materials.', '2. Add a touch of sophistication and glamour with the beautiful bowknot embellishment.', '3. Perfect for the big day, these shoes are a great fit for any wedding occasion.']",
"Girls’ Sparkly Crystal Flower Girl Shoes with Satin Bow and Hook-and-Loop Strap – Elegant Princess Flats for Weddings, Pageants, and Birthday Parties",$26.99,Silver,"https://litb-cgis.rightinthebox.com/images/170x170/202301/bps/product/inc/djmugs1674961358143.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202301/bps/product/inc/wwnyqd1674961358455.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/xdopyj1748242725225.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/ndzajs1748242725295.jpg","['1. ""Shine bright like a diamond"" with our glitter upper materials.', '2. Add a touch of sophistication and glamour with the beautiful bowknot embellishment.', '3. Perfect for the big day, these shoes are a great fit for any wedding occasion.']",
"Girls’ Sparkly Crystal Flower Girl Shoes with Satin Bow and Hook-and-Loop Strap – Elegant Princess Flats for Weddings, Pageants, and Birthday Parties",$26.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202301/bps/product/inc/djmugs1674961358143.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202301/bps/product/inc/wwnyqd1674961358455.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/xdopyj1748242725225.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/ndzajs1748242725295.jpg","['1. ""Shine bright like a diamond"" with our glitter upper materials.', '2. Add a touch of sophistication and glamour with the beautiful bowknot embellishment.', '3. Perfect for the big day, these shoes are a great fit for any wedding occasion.']",
Girls' Glittery Pink Open-Toe Princess Heels with Bow and Pearl Details - Perfect for Parties and Dress-Up,$42.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202302/bps/product/inc/nvhiiq1676278586654.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202302/bps/product/inc/wmbhyu1676271236318.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/ahlqsj1734602341090.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/icpgdw1734602339243.jpg","['- Add a feminine touch to your look with a beautiful bowknot embellishment', '- Elevate your outfit with a charming bowknot detail', '- Make a statement with this stylish and elegant bowknot feature', '- Perfect for adding some personality to any outfit', '- Bring a touch of glamour to your wardrobe with this lovely bowknot accessory']",
Girls' Glittery Pink Open-Toe Princess Heels with Bow and Pearl Details - Perfect for Parties and Dress-Up,$42.99,Silver,"https://litb-cgis.rightinthebox.com/images/170x170/202302/bps/product/inc/nvhiiq1676278586654.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202302/bps/product/inc/wmbhyu1676271236318.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/ahlqsj1734602341090.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/icpgdw1734602339243.jpg","['- Add a feminine touch to your look with a beautiful bowknot embellishment', '- Elevate your outfit with a charming bowknot detail', '- Make a statement with this stylish and elegant bowknot feature', '- Perfect for adding some personality to any outfit', '- Bring a touch of glamour to your wardrobe with this lovely bowknot accessory']",
Girls' Glittery Pink Open-Toe Princess Heels with Bow and Pearl Details - Perfect for Parties and Dress-Up,$42.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x170/202302/bps/product/inc/nvhiiq1676278586654.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202302/bps/product/inc/wmbhyu1676271236318.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/ahlqsj1734602341090.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/icpgdw1734602339243.jpg","['- Add a feminine touch to your look with a beautiful bowknot embellishment', '- Elevate your outfit with a charming bowknot detail', '- Make a statement with this stylish and elegant bowknot feature', '- Perfect for adding some personality to any outfit', '- Bring a touch of glamour to your wardrobe with this lovely bowknot accessory']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,,"https://litb-cgis.rightinthebox.com/images/170x170/201908/sucqdd1566807184744.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/njlryl1566807180524.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/tvfkcl1566807174274.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/zuktlw1566807190315.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Silver,"https://litb-cgis.rightinthebox.com/images/170x170/201908/sucqdd1566807184744.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/njlryl1566807180524.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/tvfkcl1566807174274.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/zuktlw1566807190315.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/201908/sucqdd1566807184744.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/njlryl1566807180524.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/tvfkcl1566807174274.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/zuktlw1566807190315.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Purple,"https://litb-cgis.rightinthebox.com/images/170x170/201908/sucqdd1566807184744.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/njlryl1566807180524.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/tvfkcl1566807174274.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/zuktlw1566807190315.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Gold,"https://litb-cgis.rightinthebox.com/images/170x170/201908/sucqdd1566807184744.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/njlryl1566807180524.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/tvfkcl1566807174274.jpg,https://litb-cgis.rightinthebox.com/images/170x170/201908/zuktlw1566807190315.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/cpgozs1647580445923.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/jynzml1734752024328.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/kvrfrn1734752025369.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/pnuejc1647580445149.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/cpgozs1647580445923.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/jynzml1734752024328.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/kvrfrn1734752025369.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/pnuejc1647580445149.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/cpgozs1647580445923.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/jynzml1734752024328.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/kvrfrn1734752025369.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/pnuejc1647580445149.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/cpgozs1647580445923.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/jynzml1734752024328.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/kvrfrn1734752025369.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/pnuejc1647580445149.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
"Girls' Blue Glitter Princess Shoes with Bow and Pearl Charm – Sparkly Low Heel Sandals for Parties, Weddings, and Dress-Up",$32.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/cpgozs1647580445923.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/jynzml1734752024328.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202412/bps/product/inc/kvrfrn1734752025369.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202203/bps/product/inc/pnuejc1647580445149.jpg","['Product Selling Points:', '', '- Made with high-quality synthetic leather and sequins, making the shoes both durable and breathable while also sparkling and shining.', ""- Features a soft foot bed that ensures comfort for your child's feet and eliminates the risk of shoe bites."", '- The strap with buckle allows for adjustable comfort and ensures that the shoes are not too tight or loose, making them easy to wear and take off.', '- The round toe design promotes healthy foot growth and overall comfort.', '- Oxford soles with uneven patterns are anti-skid and prevent wear and tear, ensuring longevity of the shoes.', '- Has a low 1.18 inch heel that provides convenient movement while also presenting a formal sense.', '- Sequined bowknot with rhinestones adds a highlight to any party or stage performance while the simple design allows for versatile outfit matching.', '- Perfect for various applications such as dress/dance shoes for formal and informal parties, performance shoes to stand out on stage, and cosplay shoes for portraying a princess or cute character.']",
Boys Girls LED Light Up Sneakers with USB Charging for Parties and Night Activities,$34.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202108/bps/product/inc/jzfthf1629111772627.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202108/bps/product/inc/etgxyg1629111740826.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202108/bps/product/inc/vlzsqk1629110004663.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202108/bps/product/inc/boixtn1629111776607.jpg","['1. Get ready to light up your running experience with these unisex LED shoes!', '2. Conveniently charge your shoes with the included USB cable.', '3. For best performance, we suggest using all of the power on your first use and then fully charging for future adventures.', '4. Keep your shoes shining bright by avoiding water exposure.', '5. Safety first: please keep away from children during charging.']",
