Product Name,Price,Color,Image URLs,Highlights,Specifications,Selling Point
"Women's Halloween Slip-On Sneakers – Black Flyknit Comfort Shoes with Vampire Lips and Skull Print for Costume Parties, Trick-or-Treating and Casual Fall Wear Sarah Richter",$34.99,Khaki,"https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/rrjplv1751006278036.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/truygd1751006277000.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/gygtgy1751006272499.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/eefgst1751006275079.jpg","['- Crafted with Tissage Volant material for a luxurious feel', '- Classic round toe design for a timeless look', '- Closed toe for added comfort and protection', '- Outsole made of durable EVA for long-lasting wear']",,
"Women's Halloween Slip-On Sneakers – Black Flyknit Comfort Shoes with Vampire Lips and Skull Print for Costume Parties, Trick-or-Treating and Casual Fall Wear Sarah Richter",$34.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/rrjplv1751006278036.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/truygd1751006277000.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/gygtgy1751006272499.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/eefgst1751006275079.jpg","['- Crafted with Tissage Volant material for a luxurious feel', '- Classic round toe design for a timeless look', '- Closed toe for added comfort and protection', '- Outsole made of durable EVA for long-lasting wear']",,
"Boo by Kayomi Harai Women's Halloween Slip-On Shoes with Cat & Pumpkin Print – Wide Toe Casual Loafers for Fall Parties, Trick-or-Treating & Holiday Outfits",$59.99,Royal Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sprilg1752231196601.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/iqpoey1752231195140.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/reaytv1752231193579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/rkqhkn1752231197875.jpg","['- Premium canvas upper for durability and style', '- Specifically designed for women', '- TPR outsole for added comfort and traction', '- Ideal for daily wear']",,
"Boo by Kayomi Harai Women's Halloween Slip-On Shoes with Cat & Pumpkin Print – Wide Toe Casual Loafers for Fall Parties, Trick-or-Treating & Holiday Outfits",$59.99,Green,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sprilg1752231196601.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/iqpoey1752231195140.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/reaytv1752231193579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/rkqhkn1752231197875.jpg","['- Premium canvas upper for durability and style', '- Specifically designed for women', '- TPR outsole for added comfort and traction', '- Ideal for daily wear']",,
"Boo by Kayomi Harai Women's Halloween Slip-On Shoes with Cat & Pumpkin Print – Wide Toe Casual Loafers for Fall Parties, Trick-or-Treating & Holiday Outfits",$59.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sprilg1752231196601.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/iqpoey1752231195140.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/reaytv1752231193579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/rkqhkn1752231197875.jpg","['- Premium canvas upper for durability and style', '- Specifically designed for women', '- TPR outsole for added comfort and traction', '- Ideal for daily wear']",,
"Boo by Kayomi Harai Women's Halloween Slip-On Shoes with Cat & Pumpkin Print – Wide Toe Casual Loafers for Fall Parties, Trick-or-Treating & Holiday Outfits",$59.99,Dark Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sprilg1752231196601.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/iqpoey1752231195140.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/reaytv1752231193579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/rkqhkn1752231197875.jpg","['- Premium canvas upper for durability and style', '- Specifically designed for women', '- TPR outsole for added comfort and traction', '- Ideal for daily wear']",,
"Boo by Kayomi Harai Women's Halloween Slip-On Shoes with Cat & Pumpkin Print – Wide Toe Casual Loafers for Fall Parties, Trick-or-Treating & Holiday Outfits",$59.99,Orange White,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sprilg1752231196601.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/iqpoey1752231195140.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/reaytv1752231193579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/rkqhkn1752231197875.jpg","['- Premium canvas upper for durability and style', '- Specifically designed for women', '- TPR outsole for added comfort and traction', '- Ideal for daily wear']",,
"Boo by Kayomi Harai Women's Halloween Slip-On Shoes with Cat & Pumpkin Print – Wide Toe Casual Loafers for Fall Parties, Trick-or-Treating & Holiday Outfits",$59.99,Purple,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/sprilg1752231196601.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/iqpoey1752231195140.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/reaytv1752231193579.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/rkqhkn1752231197875.jpg","['- Premium canvas upper for durability and style', '- Specifically designed for women', '- TPR outsole for added comfort and traction', '- Ideal for daily wear']",,
"Women's 1980s Gothic Platform High Heels – Black Patent Leather Chunky Mary Janes with Spikes and Buckle Details for Halloween, Parties, and Night Out",$99.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/iplhfb1750760953210.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/yyuwxn1750760949083.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/lsgdto1750760950591.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/cctarc1750760951954.jpg","['- Crafted from high-quality PU upper materials for a durable and stylish finish', '- Features a sleek embellishment buckle for a touch of elegance', '- Designed with a comfortable block heel for all-day wear', '- Round toe shape for a classic and versatile look', '- Synthetic leather lining for a luxurious feel', '- Equipped with a sturdy rubber outsole for traction and durability']",,
"Black Feather and Red Rose Floral Headband for Women – Gothic Floral Crown for Halloween, Costume Parties, and Festivals",$14.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/vadczk1725877543058.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/zyfsps1725877546650.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/gkgady1725877548150.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/zlafil1725877545176.jpg",,"[""Gender: Women's"", 'Material: Feather', 'Style: Halloween Party', 'Occasion: Halloween', 'Embellishment: Hair accessories']",
"Black Feather and Red Rose Floral Headband for Women – Gothic Floral Crown for Halloween, Costume Parties, and Festivals",$14.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/vadczk1725877543058.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/zyfsps1725877546650.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/gkgady1725877548150.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202409/bps/product/inc/zlafil1725877545176.jpg",,"[""Gender: Women's"", 'Material: Feather', 'Style: Halloween Party', 'Occasion: Halloween', 'Embellishment: Hair accessories']",
"Men's Gothic Skull Ring with Red Crystals, Alloy Material, Vintage Design for Halloween Parties, Punk Style and Retro Occasion",$7.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/vknvso1750759608773.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gbhqrp1750759601307.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/shkpba1750759602864.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/nbtfha1750759604008.jpg",,"[""Gender: Men's"", 'Material: Alloy', 'Style: Vintage, Punk & Gothic', 'Jewelry Type: Ring', 'Shape: Skull', 'Ring Size: Adjustable, One Size']",
"Men's Gothic Skull Ring with Red Crystals, Alloy Material, Vintage Design for Halloween Parties, Punk Style and Retro Occasion",$7.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/vknvso1750759608773.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gbhqrp1750759601307.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/shkpba1750759602864.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/nbtfha1750759604008.jpg",,"[""Gender: Men's"", 'Material: Alloy', 'Style: Vintage, Punk & Gothic', 'Jewelry Type: Ring', 'Shape: Skull', 'Ring Size: Adjustable, One Size']",
"Men's Gothic Skull Ring with Red Crystals, Alloy Material, Vintage Design for Halloween Parties, Punk Style and Retro Occasion",$7.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/vknvso1750759608773.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gbhqrp1750759601307.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/shkpba1750759602864.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/nbtfha1750759604008.jpg",,"[""Gender: Men's"", 'Material: Alloy', 'Style: Vintage, Punk & Gothic', 'Jewelry Type: Ring', 'Shape: Skull', 'Ring Size: Adjustable, One Size']",
"Men's Gothic Skull Ring with Red Crystals, Alloy Material, Vintage Design for Halloween Parties, Punk Style and Retro Occasion",$7.99,Green,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/vknvso1750759608773.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gbhqrp1750759601307.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/shkpba1750759602864.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/nbtfha1750759604008.jpg",,"[""Gender: Men's"", 'Material: Alloy', 'Style: Vintage, Punk & Gothic', 'Jewelry Type: Ring', 'Shape: Skull', 'Ring Size: Adjustable, One Size']",
Men's White Sneakers with Steampunk-Inspired Gears Print for Casual Outfits Walking and Halloween Parties,$54.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/fwxgqh1751887567569.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/cvcjqi1751887569091.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/uobxfx1751887569893.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/xzhhzn1751887570782.jpg","['- High-quality microfiber upper provides durability and style', '- Luxurious PU lining for added comfort and support']",,
Men's Black Steampunk Motorcycle Boots with Buckle Straps and Rugged Non-Slip Sole - Ideal for Biker Fashion or Gothic Events,$84.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202410/bps/product/inc/qzcmol1728983576397.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202410/bps/product/inc/glrryf1728983562177.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202410/bps/product/inc/kgwhpt1728983563000.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202410/bps/product/inc/wrjbtw1728983563745.jpg","[""[Fabric]: Skillfully crafted from premium PU leather, these men's boots feature a glossy finish that enhances their rugged and stylish appeal. The PU lining offers a comfortable fit, ensuring lasting wear and durability."", '[Fit]: Designed with a round toe shape, these boots provide ample space for comfort. The adjustable buckle straps allow for a customizable fit, catering to individual preferences and ensuring security during wear.', '[Design Highlights]: The boots boast a steampunk-inspired aesthetic, highlighted by multiple rivet and buckle embellishments. The robust lace-up front combined with a full side zipper adds convenience, while the rugged, non-slip rubber sole ensures stability and traction across various terrains.', ""[Occasions]: Perfect for biker fashion enthusiasts and gothic events, these boots effortlessly blend style with practicality. Whether you're hitting the road or attending a themed gathering, they make a distinctive statement."", '[Size Range]: Available in a variety of sizes, these boots cater to different foot dimensions, ensuring a suitable fit for US sizes 7 to 11, accommodating a broad range of wearers.']",,
"Men’s Stainless Steel Skull Ring with Crown – Gothic Punk Style, Durable Heavy Metal Design, Ideal for Halloween Parties, Cosplay & Rock Concerts",$11.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/nmteyp1752661464087.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/mtribo1752661464868.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/gvugvn1752661465644.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202507/bps/product/inc/njsdjd1752661466446.jpg",,"[""Gender: Men's"", 'Material: Titanium Steel', 'Style: Punk, Helloween, Hip Hop', 'Jewelry Type: Ring', 'Shape: Skull', 'Ring Size: 8, 13, 12, 11, 10, 9, 7']",
Men’s Gothic Biker Boots with Snake Pattern and Skull Buckle – Western-Inspired Motorcycle Ankle Boots for Rock Concerts and Nightlife,$69.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/ksxtuk1701927083552.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/xnelkb1701927086951.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/qveupt1701927085966.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/iayift1701927084650.jpg","['- Introducing our collection of stylish boots, perfect for the Fall season.', '- Specifically designed for men, these boots are a must-have addition to your wardrobe.', '- Embark on the latest fashion trends of 2023 with our impressive range of Cowboy Boots.']",,
"Women's Gothic Lace-Up High Heel Knee-High Boots with Multiple Buckle Straps - Steampunk Style Black Leather Boots with Red Lace Detailing, Perfect for Cosplay and Halloween",$79.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/ceskyg1698228092559.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/zggtyh1698228093459.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/lpquhg1698228094906.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/jawhzs1698228096414.jpg","['- Material: Made of high-quality suede, ensuring both comfort and durability.', '- Season: Perfect for the winter season, providing warmth and protection from the cold weather.', '- Heel Type: Designed with a stylish stiletto heel, adding elegance and sophistication to any outfit.', '- Toe Shape: Features a classic round toe shape, ensuring a comfortable fit for all foot sizes.', '- 2023 Trend: Keeps up with the latest fashion trends by offering a range of sizes, including plus sizes, catering to all body types.']",,
"Women's Gothic Lace-Up High Heel Knee-High Boots with Multiple Buckle Straps - Steampunk Style Black Leather Boots with Red Lace Detailing, Perfect for Cosplay and Halloween",$79.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/ceskyg1698228092559.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/zggtyh1698228093459.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/lpquhg1698228094906.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/jawhzs1698228096414.jpg","['- Material: Made of high-quality suede, ensuring both comfort and durability.', '- Season: Perfect for the winter season, providing warmth and protection from the cold weather.', '- Heel Type: Designed with a stylish stiletto heel, adding elegance and sophistication to any outfit.', '- Toe Shape: Features a classic round toe shape, ensuring a comfortable fit for all foot sizes.', '- 2023 Trend: Keeps up with the latest fashion trends by offering a range of sizes, including plus sizes, catering to all body types.']",,
Men’s Rustic Cross Pendant Necklace – Gothic Alloy Wood-Texture Design for Halloween Parties and Vintage Punk Style,$11.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/tvyram1750934695474.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gjranh1750934696758.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/czkzeb1750934697820.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/gtztzn1750934698663.jpg",,"[""Gender: Men's"", 'Material: Alloy', 'Style: Vintage, Halloween, Dark Punk Gothic Style', 'Jewelry Type: Necklace', 'Shape: Cross', 'Shipping Weight (kg): 0.1', 'Package Dimensions (cm): 8.0*1.0*4.0', 'Listing Date: 06/26/2025']",
Men's Gothic Punk Motorcycle Boots with Chains and Metal Details - Rugged and Stylish Combat Boots for Biker Events and Casual Outings,$84.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202211/bps/product/inc/jdzyhw1667463488463.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202211/bps/product/inc/zbupxu1667463488217.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202211/bps/product/inc/esqcfm1667463487877.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202211/bps/product/inc/jpezad1667463488750.jpg","[""[Fabric]: Crafted from high-quality PU, these men's boots feature a sleek, black leather-like finish. The materials provide durability and a polished appearance, ensuring they remain a staple in your wardrobe throughout both summer and winter seasons."", '[Fit]: The boots are designed in a vintage style with a mid-calf height, offering a snug fit that can be customized through the lace-up closure. The solid, black color ensures versatility, making them suitable for various looks and occasions.', '[Design Highlights]: These boots stand out with their bold, edgy features, including striking metal chain details along the sides and prominent silver metal accents like buckles and studs. A distinctive badge near the top adds to their uniqueness, making these boots a perfect choice for those looking to express their individual, trend-setting style.', '[Occasions]: Ideal for outdoor activities, these rugged yet stylish combat boots are perfect for biker events and casual outings. The durable rubber outsole provides excellent grip and support, combining fashion with functionality for a variety of settings.', '[Size Range]: Available in a wide range of sizes from 37 to 46, these boots cater to diverse sizing needs, ensuring a perfect fit for many individuals.']",,
"Halloween Witch Hat with Spider Decoration - Black Pointed Hat for Cosplay, Costume Parties, and Halloween Events",$11.99,2#,"https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/lqmkau1725273326492.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/pcbywe1725273327802.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/zazfyb1725273329220.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/ninaay1725273330154.jpg",,"['Season: All Seasons', ""Gender: Women's"", 'Style: Halloween', 'Material: Polyester', 'Pattern: Solid Color', 'Type: Witch Hat']",
"Halloween Witch Hat with Spider Decoration - Black Pointed Hat for Cosplay, Costume Parties, and Halloween Events",$11.99,1#,"https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/lqmkau1725273326492.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/pcbywe1725273327802.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/zazfyb1725273329220.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/ninaay1725273330154.jpg",,"['Season: All Seasons', ""Gender: Women's"", 'Style: Halloween', 'Material: Polyester', 'Pattern: Solid Color', 'Type: Witch Hat']",
"Halloween Witch Hat with Spider Decoration - Black Pointed Hat for Cosplay, Costume Parties, and Halloween Events",$11.99,3#,"https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/lqmkau1725273326492.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/pcbywe1725273327802.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/zazfyb1725273329220.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/ninaay1725273330154.jpg",,"['Season: All Seasons', ""Gender: Women's"", 'Style: Halloween', 'Material: Polyester', 'Pattern: Solid Color', 'Type: Witch Hat']",
"Halloween Witch Hat with Spider Decoration - Black Pointed Hat for Cosplay, Costume Parties, and Halloween Events",$11.99,4#,"https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/lqmkau1725273326492.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/pcbywe1725273327802.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/zazfyb1725273329220.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202409/bps/product/inc/ninaay1725273330154.jpg",,"['Season: All Seasons', ""Gender: Women's"", 'Style: Halloween', 'Material: Polyester', 'Pattern: Solid Color', 'Type: Witch Hat']",
