Product Name,Price,Color,Image URLs,Highlights,Specifications
"Women's Sleek Golf Shoes - Waterproof with Soft Spike Technology, Perfect for Enhancing Swing Stability",$59.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/mmmzhf1741345191893.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/rwuvoh1741345194554.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/ppxmip1741345196490.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/txameg1741345198039.jpg","['- High-Quality Microbial Leather Upper', '- Stylish Round Toe Shape', '- Durable Rubber Outsole', '- Comfortable MD (Phylon) Outsole materials']",
"Men's Black and White Golf Shoes with Spiked Sole, Breathable Upper, and Lightweight Design for Comfort and Support on the Golf Course",$69.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/ytullo1748419435845.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/lqpqys1740049909309.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/pnfmgp1740049906782.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/dnpocb1740049896947.jpg","['- Crafted with high-quality microfiber upper materials', '- Features a luxurious PU lining for added comfort and durability', '- Designed for long-lasting wear and style']",
"Men's Black and White Golf Shoes with Spiked Sole, Breathable Upper, and Lightweight Design for Comfort and Support on the Golf Course",$69.99,White,"https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/ytullo1748419435845.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/lqpqys1740049909309.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/pnfmgp1740049906782.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/dnpocb1740049896947.jpg","['- Crafted with high-quality microfiber upper materials', '- Features a luxurious PU lining for added comfort and durability', '- Designed for long-lasting wear and style']",
"Men's Black and White Golf Shoes with Spiked Sole, Breathable Upper, and Lightweight Design for Comfort and Support on the Golf Course",$69.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/ytullo1748419435845.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/lqpqys1740049909309.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/pnfmgp1740049906782.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/dnpocb1740049896947.jpg","['- Crafted with high-quality microfiber upper materials', '- Features a luxurious PU lining for added comfort and durability', '- Designed for long-lasting wear and style']",
"Men's Black and White Golf Shoes with Spiked Sole, Breathable Upper, and Lightweight Design for Comfort and Support on the Golf Course",$69.99,Black and White,"https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/ytullo1748419435845.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/lqpqys1740049909309.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/pnfmgp1740049906782.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202502/bps/product/inc/dnpocb1740049896947.jpg","['- Crafted with high-quality microfiber upper materials', '- Features a luxurious PU lining for added comfort and durability', '- Designed for long-lasting wear and style']",
"Women's Golf Sneakers - Comfortable Fit with Durable Sole, Suitable for Long Days on the Course",$59.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/ohilwy1741345175223.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/cofkwk1741345173488.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/byjhjn1741345176499.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/pgimwz1741345178031.jpg","['- High quality Nylon and Microbial Leather upper materials', '- Stylish round toe shape', '- Durable rubber and MD (Phylon) outsole materials']",
"Women's Golf Sneakers - Comfortable Fit with Durable Sole, Suitable for Long Days on the Course",$59.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/ohilwy1741345175223.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/cofkwk1741345173488.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/byjhjn1741345176499.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/pgimwz1741345178031.jpg","['- High quality Nylon and Microbial Leather upper materials', '- Stylish round toe shape', '- Durable rubber and MD (Phylon) outsole materials']",
"Women's Golf Sneakers - Comfortable Fit with Durable Sole, Suitable for Long Days on the Course",$59.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/ohilwy1741345175223.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/cofkwk1741345173488.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/byjhjn1741345176499.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/pgimwz1741345178031.jpg","['- High quality Nylon and Microbial Leather upper materials', '- Stylish round toe shape', '- Durable rubber and MD (Phylon) outsole materials']",
"Women's Golf Sneakers - Comfortable Fit with Durable Sole, Suitable for Long Days on the Course",$59.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/ohilwy1741345175223.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/cofkwk1741345173488.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/byjhjn1741345176499.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/pgimwz1741345178031.jpg","['- High quality Nylon and Microbial Leather upper materials', '- Stylish round toe shape', '- Durable rubber and MD (Phylon) outsole materials']",
"Men's Vibrant Yellow Brogue Golf Shoes, Lace-Up, Water-Resistant Leather, Stylish Choice for Golf and Casual Wear",$69.99,Yellow,"https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/otpont1742555287513.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/wdpeah1742555282711.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/ceazmr1742555283844.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/vilqvt1742555285028.jpg","['- Made with high-quality microfiber upper materials for a luxurious feel', '- Features a smooth and durable PU lining for long-lasting comfort', '- Crafted with premium materials for a stylish and sophisticated look']",
"Men's Vibrant Yellow Brogue Golf Shoes, Lace-Up, Water-Resistant Leather, Stylish Choice for Golf and Casual Wear",$69.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/otpont1742555287513.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/wdpeah1742555282711.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/ceazmr1742555283844.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/vilqvt1742555285028.jpg","['- Made with high-quality microfiber upper materials for a luxurious feel', '- Features a smooth and durable PU lining for long-lasting comfort', '- Crafted with premium materials for a stylish and sophisticated look']",
"Men's Vibrant Yellow Brogue Golf Shoes, Lace-Up, Water-Resistant Leather, Stylish Choice for Golf and Casual Wear",$69.99,White,"https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/otpont1742555287513.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/wdpeah1742555282711.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/ceazmr1742555283844.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/vilqvt1742555285028.jpg","['- Made with high-quality microfiber upper materials for a luxurious feel', '- Features a smooth and durable PU lining for long-lasting comfort', '- Crafted with premium materials for a stylish and sophisticated look']",
"Men's Vibrant Yellow Brogue Golf Shoes, Lace-Up, Water-Resistant Leather, Stylish Choice for Golf and Casual Wear",$69.99,Red,"https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/otpont1742555287513.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/wdpeah1742555282711.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/ceazmr1742555283844.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/vilqvt1742555285028.jpg","['- Made with high-quality microfiber upper materials for a luxurious feel', '- Features a smooth and durable PU lining for long-lasting comfort', '- Crafted with premium materials for a stylish and sophisticated look']",
"Men's Vibrant Yellow Brogue Golf Shoes, Lace-Up, Water-Resistant Leather, Stylish Choice for Golf and Casual Wear",$69.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/otpont1742555287513.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/wdpeah1742555282711.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/ceazmr1742555283844.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202503/bps/product/inc/vilqvt1742555285028.jpg","['- Made with high-quality microfiber upper materials for a luxurious feel', '- Features a smooth and durable PU lining for long-lasting comfort', '- Crafted with premium materials for a stylish and sophisticated look']",
Women's Casual Lace-Up Golf Shoes | Lightweight Non-Slip Walking Sneakers for Female Golfers | Stylish Pink and White Design for Practice & Play,$64.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/pbybtq1744023510230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/asdcag1744023511638.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/olhfji1744023513231.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/gajomj1744023514739.jpg",,"[""Gender: Women's"", 'Category: Sneakers', 'Style: Comfort, Casual, Sporty', 'Occasion: Outdoor, Daily', 'Activity: Golf, Running, Walking', 'Toe Shape: Round Toe', 'Upper Materials: Faux Leather', 'Lining Materials: Mesh', 'Outsole Materials: TPR', 'Season: Fall, Summer, Spring', 'Function: Non-Slip, Breathable, Wear-Resistant', 'Size Suggestion: standard size, select your usual size', 'Closure Type: Lace-up', 'Strap Type: Adjustable Strap', 'Heel Type: Flat Heel']"
Women's Casual Lace-Up Golf Shoes | Lightweight Non-Slip Walking Sneakers for Female Golfers | Stylish Pink and White Design for Practice & Play,$64.99,Beige,"https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/pbybtq1744023510230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/asdcag1744023511638.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/olhfji1744023513231.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/gajomj1744023514739.jpg",,"[""Gender: Women's"", 'Category: Sneakers', 'Style: Comfort, Casual, Sporty', 'Occasion: Outdoor, Daily', 'Activity: Golf, Running, Walking', 'Toe Shape: Round Toe', 'Upper Materials: Faux Leather', 'Lining Materials: Mesh', 'Outsole Materials: TPR', 'Season: Fall, Summer, Spring', 'Function: Non-Slip, Breathable, Wear-Resistant', 'Size Suggestion: standard size, select your usual size', 'Closure Type: Lace-up', 'Strap Type: Adjustable Strap', 'Heel Type: Flat Heel']"
Women's Casual Lace-Up Golf Shoes | Lightweight Non-Slip Walking Sneakers for Female Golfers | Stylish Pink and White Design for Practice & Play,$64.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/pbybtq1744023510230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/asdcag1744023511638.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/olhfji1744023513231.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/gajomj1744023514739.jpg",,"[""Gender: Women's"", 'Category: Sneakers', 'Style: Comfort, Casual, Sporty', 'Occasion: Outdoor, Daily', 'Activity: Golf, Running, Walking', 'Toe Shape: Round Toe', 'Upper Materials: Faux Leather', 'Lining Materials: Mesh', 'Outsole Materials: TPR', 'Season: Fall, Summer, Spring', 'Function: Non-Slip, Breathable, Wear-Resistant', 'Size Suggestion: standard size, select your usual size', 'Closure Type: Lace-up', 'Strap Type: Adjustable Strap', 'Heel Type: Flat Heel']"
Women's Casual Lace-Up Golf Shoes | Lightweight Non-Slip Walking Sneakers for Female Golfers | Stylish Pink and White Design for Practice & Play,$64.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/pbybtq1744023510230.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/asdcag1744023511638.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/olhfji1744023513231.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202504/bps/product/inc/gajomj1744023514739.jpg",,"[""Gender: Women's"", 'Category: Sneakers', 'Style: Comfort, Casual, Sporty', 'Occasion: Outdoor, Daily', 'Activity: Golf, Running, Walking', 'Toe Shape: Round Toe', 'Upper Materials: Faux Leather', 'Lining Materials: Mesh', 'Outsole Materials: TPR', 'Season: Fall, Summer, Spring', 'Function: Non-Slip, Breathable, Wear-Resistant', 'Size Suggestion: standard size, select your usual size', 'Closure Type: Lace-up', 'Strap Type: Adjustable Strap', 'Heel Type: Flat Heel']"
Women's Golf Shoes with Breathable Design and Anti-Slip Sole – Perfect for Active Golfers,$79.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/ahzpbq1740464040379.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/fkfiay1740464034909.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/drxlhh1740464037380.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/hrgkbu1740464038810.jpg","['- Crafted from high-quality Microbial Leather', '- Breathable Mesh lining for added comfort', '- Stylish Round Toe design', '- Durable Rubber outsole for long-lasting wear']",
Women's Golf Shoes with Breathable Design and Anti-Slip Sole – Perfect for Active Golfers,$79.99,Dusty pink,"https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/ahzpbq1740464040379.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/fkfiay1740464034909.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/drxlhh1740464037380.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202502/bps/product/inc/hrgkbu1740464038810.jpg","['- Crafted from high-quality Microbial Leather', '- Breathable Mesh lining for added comfort', '- Stylish Round Toe design', '- Durable Rubber outsole for long-lasting wear']",
"Elegant Pink Lace-Up Golf Sneakers - Slip-Resistant and Breathable, Perfect for Summer Golfing Sessions",$59.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/hgnfpn1741345140969.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/omfokw1741345142307.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/fvxrjy1741345143611.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/nlpqmz1741345144970.jpg","['- Luxurious microfiber upper materials', '- High-quality microbial leather upper materials', '- Classic round toe shape for comfort and style', '- Durable rubber outsole materials for long-lasting wear', '- Lightweight MD (Phylon) outsole for added cushioning and support']",
"Elegant Pink Lace-Up Golf Sneakers - Slip-Resistant and Breathable, Perfect for Summer Golfing Sessions",$59.99,White,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/hgnfpn1741345140969.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/omfokw1741345142307.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/fvxrjy1741345143611.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/nlpqmz1741345144970.jpg","['- Luxurious microfiber upper materials', '- High-quality microbial leather upper materials', '- Classic round toe shape for comfort and style', '- Durable rubber outsole materials for long-lasting wear', '- Lightweight MD (Phylon) outsole for added cushioning and support']",
"Elegant Pink Lace-Up Golf Sneakers - Slip-Resistant and Breathable, Perfect for Summer Golfing Sessions",$59.99,Black,"https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/hgnfpn1741345140969.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/omfokw1741345142307.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/fvxrjy1741345143611.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202503/bps/product/inc/nlpqmz1741345144970.jpg","['- Luxurious microfiber upper materials', '- High-quality microbial leather upper materials', '- Classic round toe shape for comfort and style', '- Durable rubber outsole materials for long-lasting wear', '- Lightweight MD (Phylon) outsole for added cushioning and support']",
Men's White and Blue Golf Shoes with Breathable Mesh Upper - Premium Comfort and Stability for Golf Enthusiasts,$69.99,White,"https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/fvtdyp1748429227648.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/yvrqnd1748429229500.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/hswqtl1748429230759.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/jwbtso1748429232339.jpg",,"[""Gender: Men's"", 'Category: Sneakers', 'Activity: Golf', 'Toe Shape: Round Toe', 'Upper Materials: Microfiber', 'Lining Materials: PU', 'Outsole Materials: Rubber', 'Pattern: Color Block', 'Function: Waterproof, Comfortable, Slip Resistant', 'Closure Type: Lace-up']"
Men's White and Blue Golf Shoes with Breathable Mesh Upper - Premium Comfort and Stability for Golf Enthusiasts,$69.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/fvtdyp1748429227648.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/yvrqnd1748429229500.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/hswqtl1748429230759.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/jwbtso1748429232339.jpg",,"[""Gender: Men's"", 'Category: Sneakers', 'Activity: Golf', 'Toe Shape: Round Toe', 'Upper Materials: Microfiber', 'Lining Materials: PU', 'Outsole Materials: Rubber', 'Pattern: Color Block', 'Function: Waterproof, Comfortable, Slip Resistant', 'Closure Type: Lace-up']"
Men's White and Blue Golf Shoes with Breathable Mesh Upper - Premium Comfort and Stability for Golf Enthusiasts,$69.99,Gray,"https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/fvtdyp1748429227648.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/yvrqnd1748429229500.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/hswqtl1748429230759.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202505/bps/product/inc/jwbtso1748429232339.jpg",,"[""Gender: Men's"", 'Category: Sneakers', 'Activity: Golf', 'Toe Shape: Round Toe', 'Upper Materials: Microfiber', 'Lining Materials: PU', 'Outsole Materials: Rubber', 'Pattern: Color Block', 'Function: Waterproof, Comfortable, Slip Resistant', 'Closure Type: Lace-up']"
Women's Sneakers Outdoor Daily Travel Contrast Color Flat Heel Round Toe Sporty Casual Comfort Running Walking Microbial Leather Microfiber Lace-up White Pink Gray,$69.99,,"https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/rjqupr1750934871957.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/mtzpve1750934874665.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/durwxo1750934876405.jpg,https://litb-cgis.rightinthebox.com/images/170x226/202506/bps/product/inc/rrzepc1750934877854.jpg",,"[""Gender: Women's"", 'Category: Sneakers', 'Style: Sporty, Casual, Comfort', 'Occasion: Travel, Outdoor, Daily', 'Activity: Running, Walking', 'Toe Shape: Round Toe', 'Upper Materials: Microfiber, Microbial Leather', 'Outsole Materials: MD (Phylon), Rubber', 'Pattern: Contrast Color', 'Function: Non-Slip, Shockproof, Breathable, Wear-Resistant', 'Closure Type: Lace-up', 'Heel Type: Flat Heel']"
