Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Highlights,Milk Free,Warnings,"Fresh, plump, and bursting with flavor, Naturipe Blueberries are a must-have for any fruit lover. Packed in an 18 oz bag, these blueberries are the perfect addition to your morning smoothie, afternoon snack, or dessert topping. Not only are they delicious, but they're also vegan and vegetarian-friendly! These little powerhouses of nutrition are loaded with antioxidants and vitamin C to help support a healthy immune system. With Instacart's same-day delivery or pickup, you can enjoy these tasty treats without ever leaving your home. Simply add Naturipe Blueberries to your next order and enjoy their sweet goodness in no time!",Gluten Free,"Say hello to Sunset Sugar Bombs! These delightful Grape Tomatoes On-The-Vine are perfect for a variety of dishes. They're vegan and vegetarian, so you can enjoy them regardless of your dietary restrictions. Each 12oz container is packed with juicy, sweet tomatoes that burst with flavor in every bite. Whether you're making a salad, cooking up a storm, or simply enjoying a snack, these Sugar Bombs will satisfy your cravings. With Instacart's same-day delivery or pickup, you can have these beauties at your doorstep in no time. So why wait? Go ahead and add Sunset Sugar Bombs to your next shopping list today!"
Driscoll's Organic Blackberries,,$9.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b938b275-5d14-433a-834c-60d31090eb23.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3e097edb-d5fe-4cac-bc9e-ce60328653f8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a2d0fdf4-3de6-40bf-a491-b8e4d9e15ab1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7852ff5e-7198-41ef-b320-6a2b3a78354c.jpg 4x","Driscoll's Organic Blackberries have a rich, sweet and complex flavor. Devour these organic blackberries right out of the original package for a simply yummy snack or toss into a fresh salad. When you share our blackberries with the special people in your life, you're not only sharing exceptional flavor but a moment of pure bliss as well. Our farmers work hand in hand with nature to make sure each one of our certified organic blackberries is perfectly sun-ripened and meets our remarkably high standards. When you choose Driscoll's berries, you choose consistent quality and sweeter life moments.,Family-owned and operated for over 100 years, Driscoll’s is passionate about growing Only the Finest Berries. Look for Driscoll's Strawberries, Blueberries, Raspberries and Blackberries — fresh berries are all we do!",Blackberries,Keep refrigerated and rinse before use.,,,,,,
Habanero Chile Pepper,,$0.20, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ebcd2a46-aeab-4b89-8d6a-45c8cf399bf2.png 4x,,,,,,,,,
Organic Cucumber,,$1.50, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3923406b-216a-4647-b478-e7dc78868e76.png 4x,,,,,,,,,
Fuji Apple Bag,,$5.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9b9e5a17-58fe-49ca-8f62-4ff0ed034f98.jpg 4x,,,,,,,,,
Crimini (Brown) Mushroom,,$5.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_50d5946d-defb-4050-908a-ca82ca22b805.jpg 4x,,,,,,,,,
Naturipe Blueberries,,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f1ad48f2-07e1-4890-a42c-027d486422cf.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac79a944-0ec9-4705-ab8a-8870ec1d7cd8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aef0fd8e-58a3-4cb6-ab3e-db770ebde23f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6138ae3d-7132-405a-81dc-ec903ea6d98b.png 4x",US No. 1. Product of Peru.,Blueberries.,{},,,,,,
Cara Cara Orange,,$1.00, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3f1fc447-a1ec-4c8f-a107-a899d4839368.png 4x,,,,,,,,,
Asian Pear,,$4.77, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f636c692-3b8e-4629-86ad-06dd3cb05885.jpg 4x,,,,,,,,,
"Fresh Express Salad Kit, Premium Romaine",,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fea83928-052e-40ba-a5ff-97b8e49993a5.jpeg 4x,"Premium garden. Thoroughly washed. Ready to eat. Premium romaine is an excellent source of vitamin A, vitamin K & folate. Vitamin a contributes to the maintenance of normal vision. Vitamin k contributes to maintenance of normal bone. Folate contributes to normal maternal tissue growth during pregnancy. Low fat diets rich in fruits and vegetables (foods that are low in fat and contain vitamin A, vitamin C and dietary fiber, may reduce the risk of some types of cancer, a disease associated with many factors. Romaine lettuce is an excellent source of vitamin A. Fruits & veggies more matters. Fresh premium romaine 9 oz. Why we're so fresh. To guarantee fresh express salads are consistently, deliciously fresh, we: cool our salads within hours of harvest and keep them chilled from field to store. Thoroughly rinse and gently dry then seal them in our keep-crisp bag to maintain freshness. Deliver fresh salads daily. No preservatives.,• No Preservatives/No Artificial Preservatives","Romaine Lettuce Carrots, Red Cabbage.",Reseal for freshness. Keep refrigerated.,,,,,,
Fresh Express Spinach,,$3.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9fe96376-4bb4-4a58-9abb-c63ae928c209.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1847142d-8308-40ad-ac6f-c27e662a5bf8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8a2f023c-eb16-4b02-a845-b219d85f1519.png 4x","Tender leaf blends. Easy stove & microwave instructions on back. Thoroughly washed. Ready to eat. Why We're So Fresh: To guarantee Fresh Express salads are consistently, deliciously fresh, we: Cool our salads within hours of harvest and keep them chilled from field to store. Thoroughly rinse and gently dry; then seal them in our keep-crisp bag to maintain freshness. Deliver fresh salad daily. No preservatives. Fruits & veggies more matters.,• No Preservatives/No Artificial Preservatives",Spinach,"For Stovetop Cooking: Saute spinach in 1 tablespoon of olive oil or butter in a large skillet for 1 minute or until starting to wilt. Remove from heat; season to taste with salt and pepper. For Microwave Cooking: Do not microwave spinach in plastic bag. Place spinach and 2 tablespoons of water into a large microwave-safe bowl. Microwave, tightly covered, for 1-2 minutes, depending on your microwave, or until starting to wilt. Drain excess water; season with salt and pepper.,Great for salads & cooking.,Keep refrigerated.",,,,,,
Organic Zucchini Squash,,$0.85, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6924a028-ba3d-4021-93a8-dfb0824b9455.jpg 4x,,,,,,,,,
NatureSweet Constellation Medley Fresh Snacking Tomatoes,,$6.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a5dd9952-735b-4de8-84cc-f99ba450a486.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a2a18f62-2cb3-4939-84fc-ca327f7689cf.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a339a5ef-036d-4ec5-b922-26af850da589.png 4x","A blended, balanced mix of our classic Glorys, sweet yellow Comets, mini-heirloom Twilights, and orange cherry tomatoes, which are only available in NatureSweet Constellation. Your palette will love the variety of flavors inside, whether you’re looking for that classic sweet-and-healthy snack or you want to beef-up the appeal of your next salad or meal, Constellation is our most versatile offering for tomato-lovers.,• Sweet and juicy medley of tomatoes,• Ideal for salads, snacking, and cooking,• Fair Trade, Non-GMO and B Corp Certified",Constellation Tomatoes,"Wash me. Please do not refrigerate. It's too cold in there!,Peel to let us out!",,,,,,
Sumo Citrus Sumo Citrus Mandarins Bag,$5.98,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_644ce9d1-86a4-43b7-9fc6-7dd96a6eb1b1.png 4x,"Sumo Citrus is an enormously delicious mandarin originally from japan. The story began when an expert grower sought to combine the best of all citrus—incredibly-sweet, enormous, easy-to-peel, and seedless. This inspiration led to a mandarin that is like no other fruit in the world. Since then, our growing experts have spent decades perfecting the fruit. Our standards are ambitiously high, because Sumo Citrus lovers expect a flavor that is nothing short of legendary. The fruit stands out for its weird looks, rough skin, and the top knot. This makes Sumo Citrus something entirely unique and perfect in its own way. This season, discover the legendary taste for yourself!,• Incredibly sweet,• Easy-to-peel,• Seedless,• Enormously delicious",,Easy-to-peel.,,,,,,
Kale,,$2.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_93327097-fbcf-4a82-bf3f-27c5daec0367.jpg 4x,Kale Green.,Kale.,,,,,,,
Organic Carrots Bunch,,$2.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d70ac4f0-a0d8-473e-84e6-4987ad47a62e.png 4x,,,,,,,,,
The Little Potato Company Fresh Little Potatoes with Seasoning Pack,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2d54e5e9-8214-4045-bf6f-b10659870935.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c956eb20-fabc-4b5b-8656-cea1ee0c38b1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_718d2daf-b58f-40ad-bc54-c931919047b5.png 4x","Fresh potatoes with your favorite herbs, ready in five little minutes.,• Ready in 5 minutes,• No peeling, no fuss, and always pre-washed,• Grown for you on family farms","Potatoes, Seasoning Pack (salt, Spices, Sugar, Dehydrated Garlic, Dehydrated Onion, Citric Acid (for Tartness))","Remove seasoning pack before cooking. Instructions: These potatoes are prewashed and ready to cook. Remove seasoning pack before putting into microwave. 1. Peel back plastic film and remove seasoning pack. 2. Position film to close and place tray in microwave. Cook on high for 5 minutes (Cooking times may vary). 3. Let rest for 2-4 minutes in tray, then remove plastic film and stir in seasoning pack. 4. If desired, add 2 tbsp. of butter or oil. Caution: Contents will be hot. Serve and enjoy!",,,,,,
Yellow Sweet Corn,,$1.52, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8275f013-29ca-48a5-aebc-7687d7f8d7b4.jpg 4x,,,,,,,,,
Russet Potato Bag,,$8.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b4f339d0-de6d-41d8-b4dc-8b76e267677f.jpeg 4x,,,,,,,,,
"Spice World Garlic, Fresh",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9adccbbc-5d94-4088-ad32-088c7afbfaea.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae6353ef-fcbb-402a-9cbb-6d1c4e483acf.png 4x",Est. 1949.,Garlic.,{},,,,,,
Rockit Rockit Apple Tub,,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2aaf9f67-2e52-4faf-a7eb-d2c414dab607.png 4x,"Crisp, sweet miniature apple. 1.5 inches min dia. New apple. May have been coated with food grade vegetable and/or shellac based resin or wax to maintain freshness. Meets or exceeds US extra fancy. www.chelanfresh.com. This package is made from 100% recycled palstic. Please help us keep this positive cycle going by upcycling or removing the label and recycling it. Produce of USA.",Apples.,{},,,,,,
Yellow Mango,,$1.25, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9cad09b4-2142-48db-b1d3-4392a63a01f1.png 4x,,,,,,,,,
"Gourmet Garden™ Lightly Dried Italian Herbs, 0.35 oz",,$5.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e034c5b9-2778-4399-a5d5-2f4fde231aa1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_564b5fe7-278b-42a7-a72e-4b198802ece5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3634067b-45c9-4697-9ae8-a5e521521591.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ab402e30-b842-4096-ae16-7557d090ec3e.jpg 4x","Improvising weeknight meals couldn’t be easier, thanks to Gourmet Garden Lightly Dried Italian Herbs. Each convenient click ‘n stack bowl contains a robust blend of basil, oregano and parsley that’s been lightly dried (just enough) and chopped. Our blend of herbs is harvested when essential oils are at their peak to maximize the fresh flavors. Because it is only lightly dried, it refreshes during cooking, giving you the closest taste, appearance and aroma to that of garden-fresh herbs…without the wilt guilt. Best added at the end of cooking, it brings classic Italian flavor to pasta, pizza, dressings, salads, sauces and more. Once opened and refrigerated, it lasts up to 4 weeks","Parsley, Basil, Oregano, Canola Oil, Sea Salt, Ascorbic Acid (to Protect Color & Flavor)","Contains a large bunch of roughly chopped herbs: parsley, basil & oregano, lightly dried (just enough) to last for 4 weeks once opened. Refreshes in cooking. Keep refrigerated.",Gluten Free,,,,,
Bolthouse Farms Premium Matchstix,,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_66b6ef87-0deb-45ae-a63d-329888f1a5a3.jpg 4x,"Everything is better with carrots. This is an easy way to add our carrots to everything. Add these to salads, wraps or any other dish that could use a delicious, flavorful crunch.",Carrots,Perishable. Keep refrigerated.,,,,,,
Red Delicious Apple Bag,,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7719a2b3-0f51-47aa-b8f8-7fb310de7394.jpeg 4x,,,,,,,,,
Organic Romaine Lettuce,,$3.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e227d48d-6f6c-48df-bb55-bb53cae82841.png 4x,,,,,,,,,
Red Pear,,$1.61, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c3db37e3-7c8f-4e2a-b127-5948a865ead1.png 4x,,,,,,,,,
Kale Bunch,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2090f73c-a993-44c2-8c75-be91282e501e.jpeg 4x,,,,,,,,,
"Organic Girl Baby Spinach, Family Size",,$7.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8b0c8845-f659-4ae1-83f3-131525820852.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2cb89e8-3c67-410f-9835-9a5ecb7c4803.jpg 4x","Baby spinach is more than just a great salad. Whether it’s used in a smoothie, juicing or cooking recipe – baby spinach adds a nutritional punch to your everyday favorites!,• USDA organic,• Excellent source of vitamin k,• Excellent source of vitamin a",Organic Baby Spinach Leaves.,You should always keep our products refrigerated and use within 2-3 days of opening.,,,,,,
"Fresh Express Salad, Premium Garden",,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4134cd68-54fc-4572-9772-9066f0b562d6.jpeg 4x,"Premium garden. Thoroughly washed. Ready to eat. Fruits & veggies more matters. Why we're so fresh. To guarantee fresh express salads are consistently, deliciously fresh, we: cool our lettuces within hours of harvest and keep them chilled from field to store. Thoroughly rinse and gently dry then seal them in our keep- crisp bag to maintain freshness. Deliver fresh salads daily.","Iceberg Lettuce, Romaine Lettuce, Carrots, Red Cabbage.",Reseal for freshness. Keep refrigerated.,,,,,,
Serrano Chile Pepper,,$0.12, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_774b42c8-c64a-4854-8c71-dbace285c360.png 4x,,,,,,,,,
Danjou Pear,,$1.73, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4899a362-7ba0-4906-834f-fdf4f22352d2.png 4x,,,,,,,,,
Italian Parsley,,$2.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_127abfce-3a7b-4167-bb37-f51a3f6b7ae5.jpg 4x,,,,,,,,,
Organic Stalk Celery,,$4.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3820a570-635a-4ca1-96b1-9d0df8a2c793.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_39c03cd6-8cee-4932-8ba7-1854953cae81.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf36cf8f-e071-4df4-a036-32743611e6de.png 4x",USDA organic. Certified organic by CCOF. www.ccof.org. Questions or Comments? 1-800-690-3200. Product of Mexico.,ORGANIC CELERY,Wash before serving. Perishable product. Keep refrigerated.,,,,,,
Dole Romaine Hearts,,$4.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_824462ce-514f-4a9b-ae6b-66700835d249.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cc6ac7ed-fc04-45b7-8b72-4e3c125e0029.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fcd4476d-af90-4924-b777-5574364ed1c6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_99cff48f-a898-4434-821a-0e2d0ebf22d3.png 4x","Dole® Romaine Hearts.,Fresh.",Romaine Hearts.,Store in original wrapping in vegetable crisper for optimum freshness; rinse and spin dry just before using.,Milk Free,,,,,
Collard Greens,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_45fff75e-b2e6-4116-9bb9-bc31c4ae6f5f.jpg 4x,,,,,,,,,
Beet Bunch,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_901f3c5a-1d17-4312-a37b-bb3062c2261f.jpeg 4x,,,,,,,,,
"Gourmet Garden™ Lightly Dried Cilantro, 0.35 oz",,$5.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6fe95306-ff52-46c2-951a-29b4d4f9dd87.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_452ee3e8-1944-4569-9318-08191af06bf5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e298c48d-6fb0-4fe0-a290-6b7e84080607.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84aad178-1ec8-4c12-9f6b-622ac9ba2e2d.jpg 4x","Bring the bold, herb-forward flavor of cilantro to your kitchen with Gourmet Garden Lightly Dried Chopped Cilantro. USDA organic cilantro is harvested when essential oils are at their peak, and then washed, lightly dried (just enough) and chopped to last up to 4 weeks once opened. (Store it right in the handy click 'n stack bowl!) Enhance Mexican-style dishes like tacos, nachos, salsa, guacamole and Asian-inspired cuisine like curries and stir-fries with the bright flavor and aroma of Lightly Dried Cilantro. It also helps elevate basics like chicken, rice, and salad dressings in a pinch. When preparing your favorite recipes, use 1 tbsp lightly dried cilantro in place of 2 tbsp fresh cilantro. Chopped Cilantro is lightly dried to refresh in cooking, giving you the closest flavor, appearance, and aroma to that of fresh herbs...without the wilt guilt, and no washing, chopping or prep required.","Organic Cilantro, Organic Canola Oil, Sea Salt, Ascorbic Acid To Protect Color.",In cooking use about 1 Tbsp. of lightly dried cilantro to replace 2 Tbsp. of fresh cilantro.,Gluten Free,,,,,
Sunset Wild Wonders Tomatoes,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9027c90c-02c4-4280-99fc-9f05b1081bc7.png 4x,Greenhouse grown cultivar tomatoes. Discover the world's flavors. Non GMO Project verified. nongmoproject.org. sunsetgrown.com. Product of Canada.,Tomato.,Wash before eating and do not refrigerate.,,,Do not refrigerate.,,,
Strawberries,,$6.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cdcb87c5-cab2-48cc-b141-08370a7d0226.jpeg 4x,,,,,,,,,
Dole Salad Baby Spinach,,$3.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1c279dd4-6f29-4c42-9279-1bd30ccccc70.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8a6d0a2-a5b4-4f95-a40d-59b4b3a525bd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8670245c-a7d3-427f-9aae-13a1a421de3d.png 4x",LIMIT: Two promotions of this type may be added to a single order,Baby Spinach.,"Perishable/keep refrigerated.,For freshest taste, use within 2 days of opening and keep refrigerated in this breathable bag.",,,Keep Refrigerated,,,
Black Seedless Grapes,,$10.79,,,,,,,,,,
Green Onions (Scallions) Bunch,,$2.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7455a6dc-fa59-43ed-83ba-edded68a30bb.jpeg 4x,,,,,,,,,
Minneola Tangelo,,$1.11, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_71509653-e1ab-493b-a5e9-cb504b0dda70.png 4x,,,,,,,,,
"Organic Girl Baby Spring Mix, Family Size",,$7.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_819cd395-6e79-4c4a-83ca-d9048984d5bd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_de9313fd-df3b-49e4-ad7f-0e89ebb387da.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c8abf91-3917-46c5-9557-c9c87d442a9f.jpg 4x","We carefully designed our spring mix to be the best tasting blend available. This perfect blend of tender leaves offers a delicious mix of the best lettuces that are sweet – not bitter!,• USDA organic,• Excellent source of vitamin k,• Excellent source of vitamin c","Baby Green Romaine Lettuce, Baby Red Romaine Lettuce, Tango, Baby Spinach, Baby Red Oakleaf Lettuce, Baby Green Oakleaf Lettuce, Baby Red Chard, Baby Green Chard, Lolla Rosa, Arugula, Mizuna, Tatsoi, Baby Greenleaf Lettuce, Baby Redleaf Lettuce.",You should always keep our products refrigerated and use within 2-3 days of opening.,,,,,,
Yellow Dragon Fruit,,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_312c28b8-cdf5-4788-b9ea-20113556caf9.png 4x,,,,,,,,,
"Butterhead (Boston, Butter, Bibb) Lettuce",,$3.19,,,,,,,,,,
Organic Gala Apple,,$1.14, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f3fd9e91-34c8-4eb9-ae5c-6a0149a4d862.png 4x,,,,,,,,,
Driscoll's Raspberries,,$5.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_29c99e4d-6f39-4776-929a-08d694a5b05c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b6db2005-47b6-4f00-a96f-4866945cecbc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c7da65a-0f65-4374-8912-6d0f0c629b95.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2e05ada-6d1b-4358-aeb1-53754c7228eb.jpg 4x","Driscoll's Raspberries have the perfect flavor combination of sweet and tart, making them the most satisfying fruity snack. Add a delicious pop of color to smoothies, baked goods and cheese boards with just one or two handfuls of fresh raspberries. Our wonderfully juicy berries will bring pure happiness to all your everyday moments. We review thousands of raspberry seedlings annually, to identify varieties that live up to our high standards. When you choose Driscoll's berries, you choose consistent quality and sweeter life moments.,Family-owned and operated for over 100 years, Driscoll’s is passionate about growing Only the Finest Berries. Look for Driscoll's Strawberries, Blueberries, Raspberries and Blackberries — fresh berries are all we do",Raspberries,Keep refrigerated and rinse before use.,,,,,,
Russet Potatoes Bag,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_26deae72-0ea7-42a2-a9b3-100b1b8c9a15.png 4x,"Great for baking, frying & mashing. Fruits & veggies. More matters. US No. 1. Value & quality guaranteed. We guarantee it 100%. Product of USA.",,"Potatoes need to be fully cooked. Potatoes store best in a dark, dry & well ventilated area. Keep package for reference.",,,,,,
Red Plum,,$1.23,,,,,,,,,,
Italian Parsley Bunch,,$2.19, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8ae7bf7-a083-4fa5-823a-0b5550197db4.jpeg 4x,,,,,,,,,
Organic Green Leaf Lettuce,,$3.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1ef1d092-1962-4868-9cac-c0f5ab77ae66.jpg 4x,,,,,,,,,
"Dole Salad Blend, Greener Selection",,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7c572baf-0ade-41dc-a8e6-3a6e4f78a2c3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b89f8086-99e5-42fe-ad80-082b99bf2039.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ccdbf32d-351e-4359-8f77-53bd7bd05242.png 4x","Iceberg lettuce. Green leaf lettuce. Carrots. Red cabbage. Preservative free. Thoroughly washed. The mild flavors of iceberg and green leaf lettuces get a burst of flavor and texture from carrots and red cabbage. Sure to be a family favorite, add any type of dressing. Satisfaction guaranteed. Dole.com. Facebook. Twitter. Pinterest. Instagram. Connect! (hashtag)Dole. Questions? Comments? Visit Dole.com or call us at 1-80-356-3111. The Perfect Salad! Visit Dole.com for dozens of great recipes ideas! Produce of USA.","Iceberg Lettuce, Green Leaf Lettuce, Carrots, Red Cabbage.","Perishable/keep refrigerated.,For freshest taste, use within 2 days of opening and keep refrigerated in this breathable bag.",,,,,,
Curly Parsley,,$1.39,,,,,,,,,,
"Pero Family Farms Green Beans, Organic, Snipped",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8290b95f-ae00-4b21-ab5c-131a058807d6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b3d42381-0f31-4df3-a720-db201a197787.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_859279f2-5429-4643-8d61-830549a768d0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_89db5348-6216-4678-a564-404b848fc02f.png 4x",USDA Organic. Certified Organic by CCOF. Fresh. Washed & ready to use. www.PeroFamilyFarms.com. Follow us for fresh ideas and recipe (at)perofamilyfarms. Facebook. Instagram. YouTube. Twitter. Microwaveable bag. Sustainable farming since 1908. Produce of USA.,Organic Green Beans,Keep refrigerated. Perishable.,,,,,,
Collard Greens Bunch,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9960049c-5d37-4f3c-a2a2-686aa32e5241.jpeg 4x,,,,,,,,,
Organic Iceberg Lettuce,,$3.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7b8a5450-6654-4ef4-9233-c3231d4bdc26.png 4x,,,,,,,,,
Savoy Cabbage,,$2.55, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e9935bf1-4cce-46a6-a243-2a1c71f35b05.png 4x,,,,,,,,,
Beefsteak Tomato,,$1.31, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ad37918d-3544-479b-be26-c68177a79b4e.jpg 4x,,,,,,,,,
Baby White Potato,,$0.30, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5ff3355c-d918-409d-afd2-c454fd48a529.png 4x,,,,,,,,,
